Crime_ID,FIR_Date,FIR_Time,State,District,Police_Station,Crime_Category,Crime_Subcategory,Severity,Victim_Age,Victim_Gender,Suspect_Age,Suspect_Gender,Weapon_Used,Arrest_Status,Case_Status,Latitude,Longitude,Estimated_Loss_INR,Crime_Description
CR202402059,2024-10-16,18:55,Bihar,Gaya,Gaya Police Station,Fraud,Online Fraud,Medium,26,Female,31,Male,Firearm,Not Arrested,Chargesheet Filed,18.7866,88.9714,103209,Online Fraud reported in Gaya.
CR202402060,2023-11-17,05:36,Rajasthan,Udaipur,Udaipur Police Station,Burglary,House Break-in,Medium,60,Female,25,Female,,Arrested,Under Investigation,19.856,88.4668,326459,House Break-in reported in Udaipur.
CR202402061,2025-04-12,09:59,Madhya Pradesh,Bhopal,Bhopal Police Station,Assault,Physical Assault,Low,47,Male,52,Female,,Arrested,Under Investigation,30.7693,73.3204,441713,Physical Assault reported in Bhopal.
CR202402062,2024-03-24,02:46,Rajasthan,Jaipur,Jaipur Police Station,Chain Snatching,Snatching,Medium,65,Female,20,Female,,Not Arrested,Under Investigation,10.2188,86.5224,204609,Snatching reported in Jaipur.
CR202402063,2023-04-26,23:15,Madhya Pradesh,Bhopal,Bhopal Police Station,Burglary,House Break-in,Medium,52,Male,26,Female,Firearm,Not Arrested,Under Investigation,15.968,91.5322,168877,House Break-in reported in Bhopal.
CR202402064,2023-12-08,20:55,Telangana,Warangal,Warangal Police Station,Murder,Homicide,High,28,Male,48,Male,,Not Arrested,Under Investigation,24.3566,95.3936,79546,Homicide reported in Warangal.
CR202402065,2022-10-23,19:54,Karnataka,Bengaluru,Bengaluru Police Station,Assault,Physical Assault,Medium,59,Male,48,Female,Firearm,Not Arrested,Closed,32.1908,72.0514,293695,Physical Assault reported in Bengaluru.
CR202402066,2023-01-24,02:57,West Bengal,Siliguri,Siliguri Police Station,Burglary,House Break-in,Medium,47,Female,57,Male,Knife,Arrested,Under Investigation,25.4245,84.0422,91247,House Break-in reported in Siliguri.
CR202402067,2023-06-08,19:37,Madhya Pradesh,Bhopal,Bhopal Police Station,Drug Offence,Drug Possession,Low,34,Male,40,Female,Stick,Arrested,Chargesheet Filed,30.5011,95.0918,132039,Drug Possession reported in Bhopal.
CR202402068,2023-10-10,03:22,Gujarat,Vadodara,Vadodara Police Station,Fraud,Online Fraud,High,53,Male,32,Male,Stick,Not Arrested,Under Investigation,33.2812,74.7797,117034,Online Fraud reported in Vadodara.
CR202402069,2025-03-26,21:34,Uttar Pradesh,Lucknow,Lucknow Police Station,Chain Snatching,Snatching,Medium,47,Male,46,Male,Stick,Not Arrested,Chargesheet Filed,16.9514,90.8777,384635,Snatching reported in Lucknow.
CR202402070,2023-11-21,07:54,Telangana,Hyderabad,Hyderabad Police Station,Chain Snatching,Snatching,Medium,32,Male,59,Female,Firearm,Not Arrested,Chargesheet Filed,9.6445,82.8546,459005,Snatching reported in Hyderabad.
CR202402071,2024-06-24,05:43,Maharashtra,Pune,Pune Police Station,Murder,Homicide,High,54,Female,29,Male,,Arrested,Under Investigation,26.7585,70.6406,470284,Homicide reported in Pune.
CR202402072,2022-12-03,16:26,Madhya Pradesh,Indore,Indore Police Station,Missing Person,Missing Adult,Medium,34,Female,43,Male,Firearm,Arrested,Closed,12.3454,82.2765,180233,Missing Adult reported in Indore.
CR202402073,2022-06-01,15:44,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Domestic Violence,Domestic Abuse,High,48,Male,48,Male,Stick,Not Arrested,Closed,12.9111,74.2071,228906,Domestic Abuse reported in Thiruvananthapuram.
CR202402074,2022-11-24,17:42,Uttar Pradesh,Kanpur,Kanpur Police Station,Vandalism,Property Damage,High,63,Female,38,Male,Knife,Arrested,Closed,34.932,83.1576,493425,Property Damage reported in Kanpur.
CR202402075,2023-03-07,13:50,Maharashtra,Mumbai,Mumbai Police Station,Burglary,House Break-in,Medium,61,Female,64,Male,Knife,Not Arrested,Under Investigation,18.6656,73.4321,445463,House Break-in reported in Mumbai.
CR202402076,2024-07-18,00:56,Delhi,New Delhi,New Delhi Police Station,Murder,Homicide,Low,66,Male,46,Male,Knife,Arrested,Chargesheet Filed,23.356,88.2481,13635,Homicide reported in New Delhi.
CR202402077,2023-04-17,02:18,Madhya Pradesh,Bhopal,Bhopal Police Station,Burglary,House Break-in,High,34,Female,39,Female,Stick,Arrested,Chargesheet Filed,25.0731,92.7481,201881,House Break-in reported in Bhopal.
CR202402078,2023-02-10,14:35,Rajasthan,Jodhpur,Jodhpur Police Station,Drug Offence,Drug Possession,Medium,56,Female,30,Male,Stick,Arrested,Under Investigation,31.0947,88.7191,12609,Drug Possession reported in Jodhpur.
CR202402079,2024-12-06,11:07,Bihar,Patna,Patna Police Station,Domestic Violence,Domestic Abuse,Medium,51,Female,19,Female,Stick,Not Arrested,Closed,9.1046,75.3785,7471,Domestic Abuse reported in Patna.
CR202402080,2023-02-24,11:22,Delhi,New Delhi,New Delhi Police Station,Sexual Harassment,Harassment,Low,44,Female,58,Male,Stick,Arrested,Chargesheet Filed,30.0434,74.2303,24369,Harassment reported in New Delhi.
CR202402081,2022-04-22,20:20,Haryana,Faridabad,Faridabad Police Station,Murder,Homicide,High,56,Male,51,Male,Knife,Arrested,Under Investigation,11.759,88.3861,370538,Homicide reported in Faridabad.
CR202402082,2025-03-01,07:38,Rajasthan,Udaipur,Udaipur Police Station,Murder,Homicide,Medium,28,Male,41,Female,Knife,Arrested,Closed,24.133,84.6236,227943,Homicide reported in Udaipur.
CR202402083,2024-11-09,06:17,Maharashtra,Mumbai,Mumbai Police Station,Cyber Crime,Phishing,Low,38,Female,30,Female,,Not Arrested,Chargesheet Filed,29.2472,93.5182,45394,Phishing reported in Mumbai.
CR202402084,2024-04-10,17:56,Tamil Nadu,Chennai,Chennai Police Station,Burglary,House Break-in,Medium,69,Male,58,Female,Stick,Arrested,Under Investigation,8.4414,69.4246,469343,House Break-in reported in Chennai.
CR202402085,2025-03-08,12:38,Haryana,Faridabad,Faridabad Police Station,Theft,Vehicle Theft,Low,67,Male,20,Male,Stick,Arrested,Under Investigation,14.6072,86.3186,440710,Vehicle Theft reported in Faridabad.
CR202402086,2025-08-23,05:38,Maharashtra,Nagpur,Nagpur Police Station,Theft,Vehicle Theft,Medium,31,Male,21,Male,Stick,Arrested,Closed,9.7317,89.8282,295955,Vehicle Theft reported in Nagpur.
CR202402087,2022-10-13,20:24,Haryana,Gurugram,Gurugram Police Station,Kidnapping,Abduction,Low,68,Male,55,Male,Stick,Not Arrested,Closed,20.8193,88.5585,402736,Abduction reported in Gurugram.
CR202402088,2024-05-04,08:39,Rajasthan,Jodhpur,Jodhpur Police Station,Murder,Homicide,Low,68,Male,21,Male,Knife,Arrested,Chargesheet Filed,27.2846,72.9105,227729,Homicide reported in Jodhpur.
CR202402089,2024-07-26,08:35,Madhya Pradesh,Indore,Indore Police Station,Fraud,Online Fraud,Low,33,Male,21,Male,Stick,Not Arrested,Closed,27.1879,93.2497,310048,Online Fraud reported in Indore.
CR202402090,2025-03-08,03:40,Delhi,New Delhi,New Delhi Police Station,Sexual Harassment,Harassment,High,37,Female,28,Male,Knife,Not Arrested,Closed,18.1538,86.3026,429695,Harassment reported in New Delhi.
CR202402091,2023-05-14,15:40,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Theft,Vehicle Theft,High,31,Male,60,Male,Stick,Arrested,Chargesheet Filed,24.0293,91.2133,425251,Vehicle Theft reported in Thiruvananthapuram.
CR202402092,2025-03-08,09:29,Uttar Pradesh,Varanasi,Varanasi Police Station,Chain Snatching,Snatching,Low,62,Male,20,Male,Firearm,Arrested,Under Investigation,22.9079,78.7399,477146,Snatching reported in Varanasi.
CR202402093,2022-09-23,10:25,Rajasthan,Jodhpur,Jodhpur Police Station,Kidnapping,Abduction,Medium,48,Female,35,Male,Firearm,Not Arrested,Closed,23.2668,84.1382,75288,Abduction reported in Jodhpur.
CR202402094,2025-01-20,21:05,Rajasthan,Udaipur,Udaipur Police Station,Kidnapping,Abduction,High,45,Male,41,Female,Firearm,Not Arrested,Closed,11.4594,68.2832,83853,Abduction reported in Udaipur.
CR202402095,2023-07-27,07:13,West Bengal,Kolkata,Kolkata Police Station,Vandalism,Property Damage,Medium,50,Male,23,Female,Stick,Not Arrested,Chargesheet Filed,31.5277,85.3362,89561,Property Damage reported in Kolkata.
CR202402096,2025-06-06,10:01,Telangana,Hyderabad,Hyderabad Police Station,Chain Snatching,Snatching,Medium,27,Male,60,Female,Knife,Arrested,Closed,33.2252,91.7408,68009,Snatching reported in Hyderabad.
CR202402097,2025-09-22,14:03,Maharashtra,Mumbai,Mumbai Police Station,Drug Offence,Drug Possession,Medium,25,Male,44,Female,,Not Arrested,Under Investigation,20.3513,84.044,216029,Drug Possession reported in Mumbai.
CR202402098,2025-05-06,01:29,Maharashtra,Nagpur,Nagpur Police Station,Sexual Harassment,Harassment,Medium,68,Female,59,Female,Knife,Arrested,Chargesheet Filed,12.8568,95.7926,365551,Harassment reported in Nagpur.
CR202402099,2022-07-18,06:53,Telangana,Warangal,Warangal Police Station,Domestic Violence,Domestic Abuse,Medium,49,Male,58,Female,Firearm,Not Arrested,Chargesheet Filed,14.195,83.457,271218,Domestic Abuse reported in Warangal.
CR202402100,2025-04-17,18:46,Maharashtra,Nagpur,Nagpur Police Station,Murder,Homicide,High,55,Female,53,Male,Knife,Not Arrested,Chargesheet Filed,28.3321,82.3986,417561,Homicide reported in Nagpur.
CR202502101,2024-10-25,02:09,Kerala,Kochi,Kochi Police Station,Assault,Physical Assault,High,21,Female,37,Male,Knife,Arrested,Under Investigation,33.9395,77.8818,205013,Physical Assault reported in Kochi.
CR202502102,2025-10-29,10:32,Bihar,Gaya,Gaya Police Station,Assault,Physical Assault,High,52,Female,21,Male,,Not Arrested,Closed,9.3133,75.7714,38737,Physical Assault reported in Gaya.
CR202502103,2025-01-25,04:27,Gujarat,Vadodara,Vadodara Police Station,Cyber Crime,Phishing,Low,30,Female,19,Male,Knife,Not Arrested,Under Investigation,33.7186,75.8912,66486,Phishing reported in Vadodara.
CR202502104,2025-06-24,12:21,Bihar,Gaya,Gaya Police Station,Kidnapping,Abduction,Low,67,Male,57,Male,Knife,Not Arrested,Closed,21.0759,74.9135,109129,Abduction reported in Gaya.
CR202502105,2024-01-03,13:30,Kerala,Kochi,Kochi Police Station,Murder,Homicide,Low,45,Female,55,Male,Knife,Arrested,Chargesheet Filed,15.8048,93.9057,113837,Homicide reported in Kochi.
CR202502106,2023-10-26,15:11,Haryana,Faridabad,Faridabad Police Station,Drug Offence,Drug Possession,Medium,33,Male,21,Male,Firearm,Arrested,Chargesheet Filed,24.2133,76.3914,294476,Drug Possession reported in Faridabad.
CR202502107,2023-06-24,19:44,Bihar,Gaya,Gaya Police Station,Kidnapping,Abduction,High,32,Female,23,Female,Knife,Arrested,Chargesheet Filed,22.0186,72.1351,289948,Abduction reported in Gaya.
CR202502108,2024-10-05,12:14,West Bengal,Siliguri,Siliguri Police Station,Fraud,Online Fraud,High,64,Female,45,Female,Stick,Not Arrested,Chargesheet Filed,27.2201,70.2188,440229,Online Fraud reported in Siliguri.
CR202502109,2024-03-26,04:29,Rajasthan,Udaipur,Udaipur Police Station,Missing Person,Missing Adult,Medium,48,Male,41,Female,Stick,Arrested,Chargesheet Filed,10.5393,77.2355,476641,Missing Adult reported in Udaipur.
CR202502110,2023-10-04,13:44,West Bengal,Siliguri,Siliguri Police Station,Chain Snatching,Snatching,High,53,Male,22,Female,Knife,Arrested,Under Investigation,14.6287,73.6414,417597,Snatching reported in Siliguri.
CR202502111,2022-07-30,11:26,Madhya Pradesh,Indore,Indore Police Station,Sexual Harassment,Harassment,Medium,64,Female,21,Male,Firearm,Not Arrested,Chargesheet Filed,13.9515,80.4823,13601,Harassment reported in Indore.
CR202502112,2025-08-26,18:40,Maharashtra,Nagpur,Nagpur Police Station,Kidnapping,Abduction,Low,47,Male,58,Female,Stick,Arrested,Under Investigation,32.0208,95.2125,412703,Abduction reported in Nagpur.
CR202502113,2024-07-04,00:41,Madhya Pradesh,Indore,Indore Police Station,Robbery,Armed Robbery,Medium,28,Male,48,Female,,Arrested,Under Investigation,12.4514,70.8545,133906,Armed Robbery reported in Indore.
CR202502114,2022-06-15,20:21,Tamil Nadu,Coimbatore,Coimbatore Police Station,Fraud,Online Fraud,Low,65,Female,62,Female,Stick,Not Arrested,Chargesheet Filed,34.9463,72.0922,86878,Online Fraud reported in Coimbatore.
CR202502115,2025-06-24,22:33,Punjab,Amritsar,Amritsar Police Station,Domestic Violence,Domestic Abuse,Low,34,Female,33,Male,Firearm,Arrested,Closed,11.0447,87.6233,353598,Domestic Abuse reported in Amritsar.
CR202502116,2022-12-26,20:27,Madhya Pradesh,Bhopal,Bhopal Police Station,Missing Person,Missing Adult,Medium,26,Female,43,Male,Stick,Arrested,Under Investigation,21.6173,69.9034,356427,Missing Adult reported in Bhopal.
CR202502117,2023-05-20,04:51,Maharashtra,Mumbai,Mumbai Police Station,Cyber Crime,Phishing,High,49,Female,26,Male,Firearm,Arrested,Under Investigation,28.6654,70.4082,369906,Phishing reported in Mumbai.
CR202502118,2022-06-09,17:51,Odisha,Cuttack,Cuttack Police Station,Assault,Physical Assault,Medium,49,Female,65,Male,Knife,Arrested,Under Investigation,21.9048,91.1275,9726,Physical Assault reported in Cuttack.
CR202502119,2025-12-11,02:57,Haryana,Faridabad,Faridabad Police Station,Kidnapping,Abduction,Low,34,Female,49,Female,,Not Arrested,Under Investigation,18.7763,69.3657,462699,Abduction reported in Faridabad.
CR202502120,2022-04-15,16:23,Tamil Nadu,Madurai,Madurai Police Station,Fraud,Online Fraud,Low,69,Male,62,Female,Stick,Arrested,Closed,13.05,82.8028,233277,Online Fraud reported in Madurai.
CR202502121,2023-01-30,18:23,Haryana,Faridabad,Faridabad Police Station,Kidnapping,Abduction,Medium,33,Female,39,Female,Firearm,Arrested,Closed,28.787,80.6888,264538,Abduction reported in Faridabad.
CR202502122,2025-12-26,01:26,Odisha,Bhubaneswar,Bhubaneswar Police Station,Chain Snatching,Snatching,Medium,47,Male,37,Female,Knife,Arrested,Chargesheet Filed,22.2452,69.5098,4428,Snatching reported in Bhubaneswar.
CR202502123,2022-07-03,21:50,Punjab,Ludhiana,Ludhiana Police Station,Theft,Vehicle Theft,Low,42,Male,64,Male,Stick,Not Arrested,Closed,23.0833,87.8193,371976,Vehicle Theft reported in Ludhiana.
CR202502124,2024-06-05,05:48,Delhi,New Delhi,New Delhi Police Station,Theft,Vehicle Theft,Medium,49,Male,33,Female,Stick,Not Arrested,Chargesheet Filed,22.3553,83.2859,21735,Vehicle Theft reported in New Delhi.
CR202502125,2025-01-08,18:39,Madhya Pradesh,Bhopal,Bhopal Police Station,Murder,Homicide,Medium,68,Male,30,Male,Stick,Not Arrested,Under Investigation,25.5593,77.4475,418477,Homicide reported in Bhopal.
CR202502126,2022-06-11,18:20,Kerala,Kochi,Kochi Police Station,Kidnapping,Abduction,Medium,41,Male,44,Female,Stick,Arrested,Chargesheet Filed,31.2498,94.2367,139852,Abduction reported in Kochi.
CR202502127,2025-08-21,02:14,Haryana,Gurugram,Gurugram Police Station,Cyber Crime,Phishing,High,23,Female,41,Male,Knife,Arrested,Chargesheet Filed,11.6327,94.7905,3985,Phishing reported in Gurugram.
CR202502128,2022-06-08,16:17,Madhya Pradesh,Indore,Indore Police Station,Robbery,Armed Robbery,High,66,Female,49,Male,Knife,Not Arrested,Under Investigation,25.8641,83.1477,190840,Armed Robbery reported in Indore.
CR202502129,2022-03-26,18:02,Punjab,Amritsar,Amritsar Police Station,Domestic Violence,Domestic Abuse,Low,28,Female,64,Male,Firearm,Not Arrested,Closed,24.473,80.2809,397179,Domestic Abuse reported in Amritsar.
CR202502130,2022-06-08,15:56,Uttar Pradesh,Varanasi,Varanasi Police Station,Theft,Vehicle Theft,Low,35,Female,51,Female,Knife,Not Arrested,Chargesheet Filed,34.9648,72.9899,244401,Vehicle Theft reported in Varanasi.
CR202502131,2022-03-13,13:43,Maharashtra,Pune,Pune Police Station,Burglary,House Break-in,Medium,33,Female,46,Male,Knife,Arrested,Chargesheet Filed,19.3135,82.9593,424620,House Break-in reported in Pune.
CR202502132,2024-06-12,10:44,Kerala,Kochi,Kochi Police Station,Kidnapping,Abduction,High,24,Female,64,Female,,Arrested,Chargesheet Filed,11.6916,89.8071,433494,Abduction reported in Kochi.
CR202502133,2023-04-21,15:38,Tamil Nadu,Chennai,Chennai Police Station,Missing Person,Missing Adult,Low,33,Female,56,Female,Stick,Not Arrested,Under Investigation,22.4751,92.8995,441211,Missing Adult reported in Chennai.
CR202502134,2024-12-18,14:06,Bihar,Gaya,Gaya Police Station,Burglary,House Break-in,Low,33,Male,63,Female,Knife,Arrested,Closed,21.6771,81.0157,451955,House Break-in reported in Gaya.
CR202502135,2024-05-21,11:34,Uttar Pradesh,Varanasi,Varanasi Police Station,Murder,Homicide,Low,42,Female,45,Female,Stick,Not Arrested,Closed,20.4388,87.1048,215701,Homicide reported in Varanasi.
CR202502136,2023-01-24,20:49,Odisha,Bhubaneswar,Bhubaneswar Police Station,Domestic Violence,Domestic Abuse,High,37,Female,21,Male,Stick,Not Arrested,Chargesheet Filed,33.2448,76.254,355879,Domestic Abuse reported in Bhubaneswar.
CR202502137,2025-11-27,18:03,Karnataka,Mysuru,Mysuru Police Station,Drug Offence,Drug Possession,Medium,29,Male,39,Female,Stick,Arrested,Chargesheet Filed,18.2003,77.5068,97794,Drug Possession reported in Mysuru.
CR202502138,2024-12-30,13:58,Maharashtra,Mumbai,Mumbai Police Station,Burglary,House Break-in,Low,30,Female,44,Male,Knife,Arrested,Chargesheet Filed,30.5111,68.4199,78625,House Break-in reported in Mumbai.
CR202502139,2022-08-28,18:23,Maharashtra,Mumbai,Mumbai Police Station,Domestic Violence,Domestic Abuse,High,28,Male,24,Male,Knife,Not Arrested,Chargesheet Filed,23.8264,91.4701,127291,Domestic Abuse reported in Mumbai.
CR202502140,2022-07-17,01:59,Punjab,Ludhiana,Ludhiana Police Station,Missing Person,Missing Adult,Low,60,Male,56,Male,,Not Arrested,Closed,28.4841,85.2482,363244,Missing Adult reported in Ludhiana.
CR202502141,2024-04-29,03:12,Bihar,Gaya,Gaya Police Station,Theft,Vehicle Theft,High,43,Female,36,Male,Stick,Arrested,Closed,31.0824,76.4152,48321,Vehicle Theft reported in Gaya.
CR202502142,2024-02-01,06:10,West Bengal,Siliguri,Siliguri Police Station,Kidnapping,Abduction,Medium,55,Female,25,Female,Stick,Not Arrested,Closed,25.3837,73.3984,230090,Abduction reported in Siliguri.
CR202502143,2025-04-13,23:33,Odisha,Cuttack,Cuttack Police Station,Sexual Harassment,Harassment,High,45,Male,30,Female,Knife,Arrested,Closed,17.043,90.3796,114968,Harassment reported in Cuttack.
CR202502144,2025-04-07,16:10,Karnataka,Bengaluru,Bengaluru Police Station,Cyber Crime,Phishing,Medium,27,Male,31,Male,,Not Arrested,Under Investigation,23.1294,80.7861,459401,Phishing reported in Bengaluru.
CR202502145,2025-05-26,22:42,Tamil Nadu,Chennai,Chennai Police Station,Sexual Harassment,Harassment,Low,23,Male,19,Male,Stick,Not Arrested,Closed,26.6166,75.6061,23640,Harassment reported in Chennai.
CR202502146,2022-06-29,05:27,Uttar Pradesh,Varanasi,Varanasi Police Station,Missing Person,Missing Adult,Medium,36,Male,64,Female,Firearm,Arrested,Under Investigation,29.7388,69.6026,251867,Missing Adult reported in Varanasi.
CR202502147,2022-04-24,19:55,Odisha,Bhubaneswar,Bhubaneswar Police Station,Sexual Harassment,Harassment,Low,55,Female,58,Male,Stick,Arrested,Under Investigation,14.4309,83.4496,2916,Harassment reported in Bhubaneswar.
CR202502148,2022-08-27,00:56,Gujarat,Surat,Surat Police Station,Murder,Homicide,Medium,48,Female,42,Male,,Arrested,Under Investigation,17.1912,74.5552,394209,Homicide reported in Surat.
CR202502149,2024-12-29,03:27,Telangana,Warangal,Warangal Police Station,Burglary,House Break-in,High,31,Male,47,Male,Stick,Arrested,Closed,10.7699,91.8722,349757,House Break-in reported in Warangal.
CR202502150,2022-08-22,12:05,Punjab,Amritsar,Amritsar Police Station,Domestic Violence,Domestic Abuse,High,69,Male,60,Male,,Arrested,Chargesheet Filed,16.5295,79.0011,333708,Domestic Abuse reported in Amritsar.
CR202502151,2022-02-15,09:42,Odisha,Bhubaneswar,Bhubaneswar Police Station,Missing Person,Missing Adult,Low,31,Male,22,Male,Stick,Arrested,Under Investigation,22.6877,87.6111,379525,Missing Adult reported in Bhubaneswar.
CR202502152,2024-06-23,17:50,West Bengal,Siliguri,Siliguri Police Station,Kidnapping,Abduction,High,33,Female,35,Male,Knife,Not Arrested,Chargesheet Filed,31.8728,87.8548,450601,Abduction reported in Siliguri.
CR202502153,2023-02-07,10:45,Karnataka,Bengaluru,Bengaluru Police Station,Missing Person,Missing Adult,High,31,Male,25,Male,,Arrested,Closed,13.5465,94.6679,145306,Missing Adult reported in Bengaluru.
CR202502154,2023-01-27,18:50,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Vandalism,Property Damage,Medium,29,Male,40,Male,Firearm,Arrested,Closed,15.8568,73.1607,260202,Property Damage reported in Thiruvananthapuram.
CR202502155,2024-11-11,11:48,Haryana,Gurugram,Gurugram Police Station,Missing Person,Missing Adult,Medium,31,Female,35,Male,Knife,Not Arrested,Under Investigation,21.9123,94.9659,192504,Missing Adult reported in Gurugram.
CR202502156,2023-04-14,04:18,Bihar,Patna,Patna Police Station,Theft,Vehicle Theft,High,37,Male,50,Female,Stick,Not Arrested,Closed,8.4532,85.8495,109163,Vehicle Theft reported in Patna.
CR202502157,2023-10-11,00:08,Rajasthan,Jaipur,Jaipur Police Station,Robbery,Armed Robbery,Medium,35,Female,20,Female,Knife,Not Arrested,Under Investigation,19.2653,76.8948,346792,Armed Robbery reported in Jaipur.
CR202502158,2025-01-12,08:45,Punjab,Ludhiana,Ludhiana Police Station,Theft,Vehicle Theft,Medium,60,Female,61,Female,Knife,Not Arrested,Chargesheet Filed,10.2643,76.634,152828,Vehicle Theft reported in Ludhiana.
CR202502159,2022-08-24,04:13,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Drug Offence,Drug Possession,Low,41,Female,40,Male,,Arrested,Chargesheet Filed,34.5721,77.2883,80155,Drug Possession reported in Thiruvananthapuram.
CR202502160,2024-06-10,03:47,Maharashtra,Nagpur,Nagpur Police Station,Missing Person,Missing Adult,Low,23,Male,30,Male,Knife,Not Arrested,Under Investigation,25.2705,81.2336,68193,Missing Adult reported in Nagpur.
CR202502161,2025-08-26,22:05,Punjab,Amritsar,Amritsar Police Station,Robbery,Armed Robbery,Low,35,Male,22,Male,Stick,Arrested,Closed,22.2821,80.364,429278,Armed Robbery reported in Amritsar.
CR202502162,2023-01-12,01:56,Kerala,Thiruvananthapuram,Thiruvananthapuram Police Station,Murder,Homicide,Low,64,Male,43,Female,,Not Arrested,Closed,28.3765,77.7173,472968,Homicide reported in Thiruvananthapuram.
CR202502163,2023-07-08,16:27,Rajasthan,Udaipur,Udaipur Police Station,Theft,Vehicle Theft,Medium,25,Male,51,Male,Knife,Not Arrested,Under Investigation,28.639,84.0468,67042,Vehicle Theft reported in Udaipur.
CR202502164,2022-08-31,03:07,Rajasthan,Jaipur,Jaipur Police Station,Kidnapping,Abduction,Medium,66,Male,64,Male,Knife,Arrested,Under Investigation,34.1857,71.4063,227736,Abduction reported in Jaipur.
CR202502165,2022-10-17,12:10,Odisha,Cuttack,Cuttack Police Station,Sexual Harassment,Harassment,Low,69,Male,60,Female,Firearm,Arrested,Chargesheet Filed,32.5478,84.7651,54099,Harassment reported in Cuttack.
CR202502166,2023-02-11,13:32,Uttar Pradesh,Varanasi,Varanasi Police Station,Burglary,House Break-in,High,33,Male,18,Female,Firearm,Arrested,Closed,14.5402,81.4787,164832,House Break-in reported in Varanasi.
CR202502167,2023-06-23,01:32,Punjab,Ludhiana,Ludhiana Police Station,Theft,Vehicle Theft,High,40,Male,26,Female,,Not Arrested,Under Investigation,27.5807,78.1393,168832,Vehicle Theft reported in Ludhiana.
CR202502168,2023-09-21,16:44,Bihar,Gaya,Gaya Police Station,Cyber Crime,Phishing,Low,66,Male,29,Female,Stick,Arrested,Closed,32.4702,76.5763,220264,Phishing reported in Gaya.
CR202502169,2025-07-04,09:45,Odisha,Cuttack,Cuttack Police Station,Drug Offence,Drug Possession,Low,49,Male,53,Female,Knife,Not Arrested,Under Investigation,33.6361,84.9855,167532,Drug Possession reported in Cuttack.
CR202502170,2024-01-15,09:24,Tamil Nadu,Coimbatore,Coimbatore Police Station,Kidnapping,Abduction,Low,60,Female,26,Male,Knife,Not Arrested,Closed,16.2525,79.7755,164045,Abduction reported in Coimbatore.
CR202502171,2025-11-26,19:35,Karnataka,Mysuru,Mysuru Police Station,Assault,Physical Assault,Low,21,Male,56,Male,Firearm,Arrested,Chargesheet Filed,27.2577,75.4484,241437,Physical Assault reported in Mysuru.
CR202502172,2024-09-23,18:31,Odisha,Cuttack,Cuttack Police Station,Drug Offence,Drug Possession,Medium,30,Male,50,Male,,Arrested,Closed,17.2443,95.6437,445716,Drug Possession reported in Cuttack.
CR202502173,2025-04-21,16:37,Madhya Pradesh,Bhopal,Bhopal Police Station,Fraud,Online Fraud,Medium,53,Female,45,Female,Knife,Arrested,Chargesheet Filed,18.9349,81.1214,39397,Online Fraud reported in Bhopal.
CR202502174,2023-08-09,08:56,Haryana,Gurugram,Gurugram Police Station,Assault,Physical Assault,Medium,31,Female,48,Male,Knife,Not Arrested,Chargesheet Filed,25.8494,79.2703,144992,Physical Assault reported in Gurugram.
CR202502175,2024-05-17,14:35,Rajasthan,Jaipur,Jaipur Police Station,Missing Person,Missing Adult,High,43,Female,41,Female,Firearm,Arrested,Under Investigation,22.9358,87.5012,360409,Missing Adult reported in Jaipur.
CR202502176,2025-06-30,13:53,Telangana,Warangal,Warangal Police Station,Theft,Vehicle Theft,Medium,68,Male,61,Male,Knife,Arrested,Under Investigation,13.2443,90.5378,352994,Vehicle Theft reported in Warangal.
CR202502177,2024-12-13,11:56,Telangana,Hyderabad,Hyderabad Police Station,Theft,Vehicle Theft,Low,54,Female,40,Female,,Arrested,Closed,32.2901,85.0662,141653,Vehicle Theft reported in Hyderabad.
CR202502178,2022-11-09,20:35,Madhya Pradesh,Indore,Indore Police Station,Murder,Homicide,Medium,40,Male,31,Female,,Arrested,Closed,13.2591,92.4146,341470,Homicide reported in Indore.
CR202502179,2022-02-21,16:15,Delhi,New Delhi,New Delhi Police Station,Domestic Violence,Domestic Abuse,Low,44,Female,29,Female,Firearm,Not Arrested,Under Investigation,20.1856,91.4529,341689,Domestic Abuse reported in New Delhi.
CR202502180,2025-05-30,08:18,Madhya Pradesh,Indore,Indore Police Station,Burglary,House Break-in,Low,43,Male,37,Male,Stick,Not Arrested,Closed,32.5522,81.3,257437,House Break-in reported in Indore.
CR202502181,2022-05-22,00:26,Bihar,Patna,Patna Police Station,Murder,Homicide,High,50,Male,57,Male,,Not Arrested,Under Investigation,16.8364,89.8306,297137,Homicide reported in Patna.
CR202502182,2023-08-03,14:19,Telangana,Warangal,Warangal Police Station,Sexual Harassment,Harassment,Low,53,Female,41,Female,,Not Arrested,Chargesheet Filed,34.6763,83.0075,288069,Harassment reported in Warangal.
CR202502183,2022-08-03,21:25,Uttar Pradesh,Lucknow,Lucknow Police Station,Murder,Homicide,Low,55,Female,57,Male,Stick,Not Arrested,Chargesheet Filed,32.8058,76.9691,46777,Homicide reported in Lucknow.
